year,metric,language,percent,sample_size,population,source_url,published_at
2022,jetbrains-primary-language,C,6,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Other,4,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Dart,3,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Rust,3,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Swift,3,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Ruby,2,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,GraphQL,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Groovy,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Lua,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,R,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Scala,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Visual Basic,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,JavaScript,65,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,HTML / CSS,55,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Python,53,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,SQL,49,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Java,48,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Shell scripting languages,34,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,TypeScript,34,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,C++,25,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,C#,23,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,C,20,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,PHP,20,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Go,19,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Kotlin,16,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Dart,9,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Rust,9,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,GraphQL,8,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Swift,7,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Ruby,5,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Assembly,4,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Groovy,4,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Lua,4,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,MATLAB,4,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Other,4,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,R,4,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Objective-C,3,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Scala,3,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Visual Basic,3,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Haskell,2,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,COBOL,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Clojure / ClojureScript,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Delphi,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Elixir,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,F#,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Julia,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Perl,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-used-last-12-months,Platform tied language,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2023,jetbrains-planned-adoption,Rust,10,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Go,9,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Kotlin,6,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,TypeScript,6,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Python,5,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,C#,4,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,C++,4,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Swift,4,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Dart,3,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Java,3,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,JavaScript,3,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,C,2,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,GraphQL,2,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Other,2,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Ruby,2,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,SQL,2,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Assembly,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Elixir,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,HTML / CSS,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Haskell,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Julia,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Lua,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,MATLAB,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,PHP,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,R,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Scala,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Shell scripting languages,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,COBOL,0,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Clojure / ClojureScript,0,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Delphi,0,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,F#,0,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Groovy,0,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Objective-C,0,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Perl,0,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-planned-adoption,Visual Basic,0,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,Java,33,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,Python,32,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,JavaScript,30,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,HTML / CSS,18,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,SQL,18,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,TypeScript,18,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,C#,12,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,C++,12,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,PHP,10,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,Go,8,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,Kotlin,8,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,Shell scripting,6,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,C,5,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,Dart,3,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,Rust,3,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,Ruby,2,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,Scala,2,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,Swift,2,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,GraphQL,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,MATLAB,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,Other,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,R,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-primary-language,Visual Basic,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,JavaScript,61,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Python,54,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,HTML / CSS,52,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,SQL,52,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Java,49,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Shell scripting languages,34,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,TypeScript,34,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,C++,25,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,C#,21,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,C,19,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,PHP,18,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Go,17,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Kotlin,15,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Rust,10,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Dart,7,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,GraphQL,7,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Swift,6,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Assembly,4,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Groovy,4,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Lua,4,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,MATLAB,4,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,R,4,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Ruby,4,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Visual Basic,4,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Other,3,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Scala,3,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Haskell,2,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Objective-C,2,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,COBOL,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Clojure / ClojureScript,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Delphi,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Elixir,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,F#,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Julia,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2023,jetbrains-used-last-12-months,Perl,1,26348,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2023/languages/,
2024,jetbrains-planned-adoption,Rust,11,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Go,10,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Kotlin,6,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Python,6,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,TypeScript,5,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,C#,4,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,C++,4,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Java,4,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,SQL,4,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Swift,4,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,JavaScript,3,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,C,2,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Dart,2,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Other,2,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Ruby,2,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Shell scripting,2,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Assembly,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Elixir,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,HTML / CSS,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Haskell,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Julia,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Lua,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,MATLAB,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Objective-C,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,PHP,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,R,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Scala,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-planned-adoption,Visual Basic,0,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Python,35,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Java,30,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,JavaScript,28,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,TypeScript,19,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,HTML / CSS,17,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,SQL,17,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,C#,13,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,C++,13,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,PHP,9,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Go,8,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Kotlin,7,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Shell scripting,7,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,C,5,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Rust,4,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Dart,3,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Swift,2,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,MATLAB,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Other,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,R,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Ruby,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Scala,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Visual Basic,1,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Assembly,0,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Elixir,0,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Haskell,0,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Julia,0,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Lua,0,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-primary-language,Objective-C,0,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,JavaScript,61,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,Python,57,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,HTML / CSS,51,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,SQL,48,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,Java,46,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,TypeScript,37,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,Shell,36,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,C++,25,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,C#,22,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,C,18,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,Go,18,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,PHP,17,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,Kotlin,14,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,Rust,11,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,Dart,8,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,Swift,6,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,Lua,5,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,Ruby,4,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,Scala,3,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2024,jetbrains-used-last-12-months,Objective-C,2,23262,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2024/,
2025,jetbrains-planned-adoption,Go,11,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Rust,10,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
